unit,treatment,time,k1_obs,k2_obs,k3_obs,k4_obs
2.0,0.0,10.7,0.6647009460176823,0.284759238139882,6.884214730046924,42.12139803550648
3.0,0.0,1.3,-0.04389269549214027,0.6854671839139173,0.5162085355476738,44.408172601184766
3.0,0.0,2.6,0.20036815877840766,1.4734140634860615,1.5866529319442273,44.82909155816015
3.0,0.0,3.0,-0.7343293123618978,1.3535707617200863,1.7795966839812867,44.880207034069166
3.0,0.0,5.3,-0.46447746175548865,1.2707185532411174,2.9104109346823264,43.93363555948793
3.0,0.0,6.6,-0.790248978441092,-0.1728685469126001,3.9290630732200564,44.36158935994762
3.0,0.0,8.9,-2.6536122287594877,1.989918650231052,5.366616898818567,43.119249192145524
3.0,0.0,9.4,-3.2149505815029102,1.7586188328185652,5.656681779739033,42.61153354843038
3.0,0.0,10.1,-1.9001672098331353,0.27135164508566506,6.165358650873089,42.255156388908695
3.0,0.0,11.1,0.7984020966883502,1.8571162600520355,6.939150908921466,41.6932653207929
3.0,0.0,11.6,0.31840206322611025,3.025101392497923,7.082043699784157,41.54620502578511
3.0,0.0,11.7,-0.046089498045322044,3.0641657315112356,7.25384412999634,41.566845879519526
3.0,0.0,11.9,0.03224790386134241,3.5725012226971735,7.214501273585118,41.41568700343378
4.0,0.0,0.0,0.19904016867078958,-0.007535165704038817,-0.4362996257296332,43.89983901027446
4.0,0.0,2.2,0.5199744500575845,0.7587303814204956,1.0454346614834609,43.21798953394548
4.0,0.0,2.2,0.6651788878574497,0.7524662108858698,1.1920763445938194,43.33235788256715
4.0,0.0,2.6,0.5357960075013909,0.7328936903288567,1.1635306235511846,43.447018624542
4.0,0.0,4.0,0.9740580022425085,-1.0879178138414762,2.3200282602184115,43.215824920853905
4.0,0.0,4.4,-0.32821067972661394,-0.7748763207085749,2.4879401673350086,42.98995105317886
4.0,0.0,4.6,0.011236126098133084,-0.2958418202022728,2.5429265570087147,42.55256229495333
4.0,0.0,5.7,-1.6894701192929895,2.1533217787630807,3.2626581575680342,42.21848118794545
4.0,0.0,6.2,-1.386546017944617,2.4430081524656093,3.594141645008638,42.45907090637277
4.0,0.0,7.0,-0.0699969575412057,1.4596942419697012,4.065579438632335,42.58004839851236
4.0,0.0,7.6,0.7161052624621932,2.012055843254524,4.6686672080452745,42.494805868990575
4.0,0.0,8.1,-0.1313087358718275,2.4958630764844525,4.975738035255016,42.24682069870416
4.0,0.0,8.4,-0.9554421579452087,2.889437775967259,4.902527257814625,42.20955316007036
4.0,0.0,8.5,-0.8963706981975952,2.7701155970528406,5.0252209108676205,42.182743380087764
4.0,0.0,9.3,-2.916843508659414,2.5285781097781492,5.657565832612739,42.279851762529724
4.0,0.0,10.6,-0.003132170201042131,1.9118774557670353,6.541947679768059,43.40039899461879
5.0,0.0,1.4,-1.4414987007831104,-2.4766998677548977,0.39098560243640224,42.97926681945376
5.0,0.0,2.6,-1.1817650029690396,-2.23015690588079,1.046367600585215,43.64044663788172
5.0,0.0,3.3,-2.2275399243645824,-1.2324394875693834,1.5797945145832308,43.82059021624168
5.0,0.0,4.5,-2.0716415561775183,-0.35824070503286354,2.2318917989888503,43.40013512725694
5.0,0.0,4.7,-1.4975566447460393,-0.5682517463448757,2.604223921750162,43.422077132163636
5.0,0.0,5.3,-1.6446197527111814,-1.0531740157748337,2.7531094982316286,43.27129981868968
5.0,0.0,5.8,-3.480262386982516,-0.8048726959377954,3.1590796910153194,43.03467162920595
5.0,0.0,5.9,-3.5386503561549745,-0.8202811685059345,3.1068284553394108,43.00253620386391
5.0,0.0,6.2,-2.9756198250115107,-0.590135470650414,3.4727594659069236,42.83380256499488
5.0,0.0,6.9,-1.9137386476863967,-1.2651465931652968,3.9466666500727414,43.00928500792035
5.0,0.0,11.7,-1.1256325161807224,-0.6401311753765054,6.919939698061263,42.79639389719354
6.0,0.0,4.3,-1.077818441064323,0.0030340009964871656,3.2134346797695783,42.471986055645424
6.0,0.0,6.2,-2.243974736011032,3.0186304560920676,4.572197653741617,42.199288161086706
6.0,0.0,6.5,-1.4634339931892941,2.812787529185705,4.650750718797828,41.84867866058775
6.0,0.0,7.3,-0.18585735423596958,1.886915431676479,5.3245195617305185,41.37618652611248
6.0,0.0,7.9,-0.3429340844824938,2.345264177953006,5.4839327376902745,40.94817561415705
6.0,0.0,8.8,-2.761349061381396,2.7276355734519533,6.1318655657816015,40.468481912665716
6.0,0.0,9.1,-3.301190879440316,2.390745937132377,6.221494116122584,40.11581364470652
6.0,0.0,10.2,-1.914318405850861,-0.21388053835056578,6.894607835650349,40.21232368191519
6.0,0.0,10.7,-0.35284139430019884,-0.4845784553215791,7.298372137916347,40.73771444729224
7.0,0.0,0.1,0.7495022135042261,0.5740275686321729,-1.1533088287102986,40.988400103392166
7.0,0.0,0.4,1.3006051754176096,0.5371526950783235,-1.0403717966485044,41.02715824733072
7.0,0.0,0.7,1.3995778718647176,0.2265398596989347,-0.9853729161726728,40.89551120997155
7.0,0.0,1.4,0.7855574709383831,-0.5006535462275614,-0.38677683743609637,40.745362000416584
7.0,0.0,1.7,0.34379411311775104,-0.656935611213288,-0.287612903007984,40.58297753379491
7.0,0.0,4.1,0.8792177068656405,-1.1692057582347317,1.11951386363658,39.667360413454574
7.0,0.0,4.6,0.41880156233295834,-0.8936764795709393,1.6781880307014185,39.521077489519094
7.0,0.0,6.1,-1.1403248598130826,-0.7977828334084499,2.5768586141965493,39.14300026764364
7.0,0.0,8.6,-0.8239508959600154,-1.6168622292331245,4.346394614000788,39.48179851776622
7.0,0.0,9.8,-1.6618935637560908,-1.212144212538502,5.107176248623069,40.914003350474275
7.0,0.0,10.0,-1.0736144639968639,-1.3958889952055558,5.077661847970025,41.00307589723127
7.0,0.0,11.6,1.301210388804435,-0.5013132918263475,6.1654938423275665,41.14196080937636
8.0,0.0,1.2,0.6212856691945571,0.8549308716668591,0.7224187810281424,42.121236949222634
8.0,0.0,2.7,0.5256620852975102,1.2076649594360505,1.4586451012692052,41.81533470585658
8.0,0.0,3.0,-0.13037286950819546,1.0637431525763024,2.039985262635505,42.25338593000653
8.0,0.0,3.2,-0.5985835820814047,0.9742634949125721,1.8551806588951463,41.99730215636343
8.0,0.0,4.8,0.2093323960699714,1.8086309127359774,2.9239996677781908,41.1124237943293
8.0,0.0,5.0,0.2134243903925497,1.9618695621009214,3.1930782562229263,40.94742289200847
8.0,0.0,6.3,-1.105677864255869,2.9026946515948637,3.9132245658431275,40.824401647374515
8.0,0.0,7.7,0.7912704571952255,1.5208019312492478,4.7025821682744695,40.39152566194621
8.0,0.0,8.6,-1.146442712841774,1.598443157733202,5.312187988440095,40.527831501542934
8.0,0.0,9.2,-2.591243021804915,1.4114380763929073,5.830581335881825,40.30477789088071
8.0,0.0,9.7,-2.4346318378037775,0.5653450600332898,6.170853009117525,40.52676579596156
8.0,0.0,10.7,0.43923686344974255,2.1271565319498515,6.764074373101794,40.55492834119412
9.0,1.0,1.0,0.24860358114287734,0.7547239516088226,0.7852094975316465,42.102612535321434
9.0,1.0,1.3,-0.31547111635346997,1.03913707410069,0.6169218803072115,42.044553667890646
9.0,1.0,2.6,0.06144350427206802,0.9429135526766457,0.8156259698131877,42.6212100709706
9.0,1.0,2.8,-0.3157421954684738,0.7475590217030742,0.9351869886917563,42.61342439658443
9.0,1.0,3.4,-0.8245461952535775,-0.04006151645018292,0.8060835564887363,42.68116898538395
9.0,1.0,4.1,-0.06658243174698265,-0.7214019596424528,0.8894602605880736,42.68576525591128
9.0,1.0,4.3,-0.6689778926153052,-0.7281559258224407,0.8805858622592311,42.85808183701287
9.0,1.0,5.6,-1.7297016200159938,0.32835632181786145,1.0542897186377322,44.006832070950196
9.0,1.0,6.1,-1.942745688825541,1.0321634798170023,1.314654071707456,44.75195181194084
9.0,1.0,7.3,-0.04634471374275041,1.1211746228579198,1.2492206845492122,46.10248933969631
9.0,1.0,8.6,-1.7469071047317886,0.4124247828720389,1.6100851237823717,46.57447732988832
9.0,1.0,9.0,-2.9872563180116725,-0.045266151566212984,1.621225021907506,46.55002292691051
9.0,1.0,10.7,-0.23180921884034064,-0.7453459274065011,1.8215466270367857,47.101173160070054
9.0,1.0,10.9,0.34570946470393543,-0.4616099188483377,1.7039729709689844,47.20019910411658
9.0,1.0,11.1,0.6413023642985075,-0.176148208460362,1.7274782011345522,47.43655762495055
